Label	Text
subjective	rarely does such high-profile talent serve such literate material . 
subjective	where janice beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment . 
subjective	some may quibble that the 144-minute length accommodates at least one too many endings . but such quibbling will diminish in view of the film 's overall impact . 
objective	her father invented the world panorama for use by the authorities , but was turned down . 
objective	the new code has the ability to mutate and adapt to any computer environment just like organisms can adapt . 
subjective	with its lackadaisical plotting and mindless action , all about the benjamins evokes the bottom tier of blaxploitation flicks from the 1970s . 
subjective	the pace and the visuals are so hyped up that a curious sense of menace informs everything . 
subjective	birot has succeeded in making a movie that has some laughs , low points and high ideals . 
objective	but now there is a new threat , matt addison has fully mutated into a seemingly unstoppable creature , code named nemesis , who will stop at nothing until everything around it is dead , but it also has another agenda . 
objective	soon , however , they are regretting their decision and wishing christmas would hurry up and finish until a surprise christmas `` miracle `` , could there still be hope for christmas , and the websters ? 
subjective	angela gheorghiu as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia , all sing beautifully and act adequately . 
subjective	for decades we 've marveled at disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world . prepare to marvel again . 
subjective	a very funny look at how another culture handles the process of courting and marriage . 
subjective	neil burger here succeeded in . . . making the mystery of four decades back the springboard for a more immediate mystery in the present . 
objective	while fighting to save themselves , they must prevent petrov from getting a stolen computer chip containing the international banking codes for the new euro . 
objective	a film so terrifying - even the monsters are frightened ! 
subjective	sillier , cuter , and shorter than the first ( as best i remember ) , but still a very good time at the cinema . 
objective	but the record industry has passed them by^ & # 197 ; so has the general public whose musical tastes are continually changing . 
subjective	there 's a great deal of corny dialogue and preposterous moments . and yet , it still works . 
subjective	the movie 's progression into rambling incoherence gives new meaning to the phrase 'fatal script error . ' 
subjective	ao sair do cinema , eu estava feliz e com saudades de um tempo em que , para mim , a existM-jncia de papai noel era um fato inquestionM-avel . 
subjective	every joke is repeated at least four times . every joke is repeated at least four times . every joke is repeated at least -- annoying , is n't it ? 
objective	when dwindling membership and increasing overheads makes a local bowling club and prime candidate for a takeover , it 's all hands on deck to save the club , in what turns into an epic battle where young meets old , greed meets good and people rise to the occasion in extraordinary circumstances . 
objective	a master at being everybody but himself he reveals to his friend and confidant saiid ( isa totah ) the truth behind his struggles . 
subjective	miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness . 
objective	in addition , the detective has to deal with a serial killer who had already killed and mutilated many women . 
objective	a go ! ! ! `` and the paper is dated with the year 2003 . 
subjective	after several scenes of this tacky nonsense , you 'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget . 
objective	a comedy adventure in the tradition of thelma and louise meets the grumpy old men . 
subjective	admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form . 
objective	they persevere and in the end a startling surprise bubbles to the surface that changes everything . 
objective	eva is an accidental witness of the death of a young girl , even more : she 's got it all on tape . 
objective	now the assassin and the cop must join forces - so sue can avenge her sister 's death and hong can prove her innocence in a spectacular confrontation at chow nunn 's headquarters . . . 
subjective	there 's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles . 
subjective	i 'm going to give it a marginal thumbs up . i liked it just enough . 
subjective	kissing jessica stein is your standard romantic comedy , only better : twice the chicks and half the guys . 
subjective	it 's the most nimble epic you 're likely to see . 
subjective	methodical , measured , and gently tedious in its comedy , secret ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain . 
objective	still suffering from her hangover , julie does n't realize that ellen is missing when the school bus leaves the cemetery . 
objective	their marriage turns into a downward spiral where she works at a local strip club and starts having an affair with her husbands best friend , freddy . 
objective	during this time he becomes wracked by horrific and surreal visions that begin to fuel his work . 
subjective	about a boy vividly recalls the cary grant of room for one more , houseboat and father goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him . 
objective	lesson to be learned : never , never mess with `` the gay mafia ! `` 
objective	giving birth to her first child should be a time of happiness for rachel ( emily woof ) , but the dream is shattered when she learns that her newborn baby has died during the night . 
subjective	both the film and nachtwey 's photos hammer home the grim reality of the world 's gutters and battlefields , and will make you question what 'news ' really is . 
objective	ruby falls in love and becomes impregnated by sandy , a xerox shop worker . 
subjective	what really surprises about wisegirls is its low-key quality and genuine tenderness . 
objective	but , things go frightfully wrong and the game turns into a struggle to make it out of the house alive . 
subjective	screenwriter dan schneider and director shawn levy substitute volume and primary colors for humor and bite . 
subjective	even these tales of just seven children seem at times too many , although in reality they are not enough . every child 's story is what matters . this film can only point the way -- but thank goodness for this signpost . 
subjective	despite juliet stevenon 's attempt to bring cohesion to pamela 's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs . 
objective	a top secret military project hires prestigious university students to assist create a cell altering machine called the 'gammasphere ' . 
objective	this 'blonde goddess ' , however , left her career at its peak to devote herself to a life of meditation and religious devotion , in the mountains of rio de janeiro . 
objective	by following his own heart and believing in himself , he finds true love his own way in the form of the beguiling doreen the po'boys - a band of four musicians - once had a hit single . 
subjective	unfortunately , the experience of actually watching the movie is less compelling than the circumstances of its making . 
subjective	somewhat blurred , but kinnear 's performance is razor sharp . 
subjective	reign of fire may well be the most grim dragon movie ever made -- and it 's all the more effective for the filmmakers ' decision to play it straight . 
objective	based on the classic sci-fi novel by h . g . wells , `` the time machine `` stars guy pearce in the role of scientist and inventor , alexander hartdegen , who is determined to prove that time travel is possible . 
subjective	. . . a fairly disposable yet still entertaining b picture . 
objective	after a nuclear apocalypse , the whole landscape is a desert ruin , except for a small island paradise where el toro is buried . 
subjective	more than simply a portrait of early extreme sports , this peek into the 1970s skateboard revolution is a skateboard film as social anthropology . . . 
subjective	a flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds . 
objective	in the aftermath of the fall of the talibans , the film explores the city of herat where it captures the reactions of the city dwellers expressing their memories and their hopes . 
objective	now he is out , to finally get his cut of the money and reunite with his family , or at least avenge the damage done . 
objective	lightbulbs , fire , barbed wire , mousetraps , staple guns , thumbtacks and glass are weapons of choice in the backyard . 
objective	this event leads to deep thoughts about marriage , friendship , relationships and last not least life itself . 
subjective	a heartening tale of small victories and enduring hope . 
objective	it is no coincidence that funding for `` anti-graffiti `` campaigns often outweighs funding for the arts . 
subjective	the cold and dreary weather is a perfect metaphor for the movie itself , which contains few laughs and not much drama . 
objective	as the story unfolds , blake realizes that the master seduces young devotees including melinda and ariel into ritualistic acts of sex . 
objective	lukas and his friends live in a commune out in the woods . 
subjective	in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , but in practice it 's something else altogether -- clownish and offensive and nothing at all like real life . 
subjective	director roger michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff . 
subjective	the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well . 
subjective	the first hour is tedious though ford and neeson capably hold our interest , but its just not a thrilling movie . 
objective	guns , money , and a chance at paradise . . . 
objective	freddy krueger ( robert englund ) is desparate to kill , but he ca n't since the parents of elm street have been doping their kids up with dream suppressants . 
objective	but now , hogwarts students are strangely being turned into stone . 
objective	soon , they discover that their x-laced escapades are to be interrupted by zombies and monsters that attack them on the ground , from the air , and in the sea , ruled by an evil entity in the house of the dead . . . 
objective	he grew up in the lush village of taj sonapur , where he spent his childhood , indulged by his lovely playmate paro ( aishwarya ) . 
subjective	this is n't a good movie ; this is n't a bad movie . this is a movie that dispenses with the whole good/bad paradigm and exists on its own plane of reality . 
objective	the painter visually depicts the life of a lonely immigrant woman who seeks companionship with the window repairman . 
subjective	food for love endeavors and largely succeeds in lending equal weight to the emotional turmoil of its older and younger characters . 
objective	heavily pregnant , and wanting to terminate her pregnancy , she 's on the run from the future parents , searching for sophie 's old flame , ken . 
objective	semi-improvised on the streets of liverpool , dan reed 's drama brings the true face of britain 's underworld to light . 
subjective	fast-paced and wonderfully edited , the film is extremely thorough . 
subjective	helmer devito . . . attempts to do too many things in this story about ethics , payola , vice , murder , kids ' tv and revenge . 
objective	swept into the final moments of the ceremony , jenny must decide ; should she hurt all the people who love her by running away , or simply say `` i do `` ? 
subjective	ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . 
subjective	the film is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann . 
objective	the girls want to do a girly pop song , and the entire jury panel consist of muslim boys ! 
objective	now escaped from prison , mel begins his quest for vengeance . 
subjective	feels less like a cousin to blade runner than like a bottom-feeder sequel in the escape from new york series . 
objective	fresh out of a long-term relationship in which she lost custody of a dog , janey passes the end of day on her stoop . 
subjective	[ toback 's ] fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard . . . blends uneasily with the titillating material . 
subjective	how this one escaped the lifetime network i 'll never know . 
objective	but as she comes home , she opens a mysterious door that leads her to an artificial world : the holo-deck . 
subjective	yakusho , as always , is wonderful as the long-faced sad sack . . . and his chemistry with shimizu is very believable . 
objective	each of them faces a horrible , bizarre death apparently devised by the dead woman 's husband , a deranged two truck driver . 
objective	their original calendars showed lovely scenes of the yorkshire dales . 
subjective	for every inspired bit of absurdity , there 's a lame piece of improvisational noodling . 
subjective	it somehow managed to make its way past my crappola radar and find a small place in my heart 
objective	passionada is the story of three generations of portuguese women in the fishing community of new bedford , ma . 
subjective	downright transparent is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler `` pg-13 rating . 
objective	what they do n't know , however , is that they 're filming near the secret hideout of slobodan pavle , a serbian war criminal . 
objective	she calls on a fairy godmother to grants her three wishes . 
subjective	it 's incredibly enjoyable to watch derrida pick apart , and fight against , the very process and premise of making a film about someone , particularly him . 
subjective	not just unlikable . disturbing . disgusting . without any redeeming value whatsoever . 
objective	decent-but-dull dek loves shirley , so much so that he humiliates her by proposing without warning on national television . 
subjective	the story alone could force you to scratch a hole in your head . 
subjective	an empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance . 
objective	highlights include detailed instructions on how to perform an icepick lobotomy with household utensils ; a cacophony of robotic voices ; and haunting stills that date back to the turn of the twentieth century . 
objective	jim finally proposes to michelle , and both families gather for their upcoming wedding . 
objective	now faced with the discovery of a bloodied body , a flaming liquor store just off native land that sells millions of cans of beer a year to the native population , and his brother 's ongoing self-destruction , rudy goes on a quest to avenge himself , his family , and his culture and to seek justice . 
subjective	kidd deals with lust and egoism the way a surgeon is interested in a tumor . he exposes ugly attitudes but maintains compassion for his mean-spirited subject . 
subjective	es divertida , visualmente espectacular y muy entretenida . simple y sencillamente te sorprenderM-a . 
subjective	kapur 's contradictory feelings about his material result in a movie that works against itself . 
objective	television made him famous , but his biggest hits happened off screen . 
objective	now the chinese man shows up wanting the gems . 
objective	rhinoceros eyes `` is a darkly humorous coming-of-age tale about chep ( michael pitt ) a reclusive young man , who gets comfort from the movies and his vivid imagination . 
objective	the balance of the movie shows the revenge of the various wronged parties . 
objective	meanwhile , puteri megawati , who is very thankful to the mysterious guy that saved her , meets siti shahirah , a member of the paparazzi that as usual , is looking for sensational news . 
subjective	in questioning the election process , payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box . 
subjective	it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid . 
subjective	if you dig on david mamet 's mind tricks . . . rent this movie and enjoy ! 
objective	thousands of refugees of jewish origin crowded into shelters in vienna and bratislava in the hope of embarking in the few boats available to escape , down the danube and out to palestine , from the nazi fury . 
subjective	genuine movie magic . . . it transports you to a place somewhere between eavesdropping voyeur and silent referee . 
objective	after a failed marriage to ali macgraw , a cocaine bust and rumored involvement with the cotton club murder , he disappeared into near-obscurity . 
objective	when he does this , he finds out that freddy is killing th kids of crystal lake in they 're dreams ! 
subjective	the entire movie is in need of a scented bath . 
objective	george , a handsome english knight , unsettled by the horrendous bloodletting he witnessed in palestine , desires to hang up his sword and settle down to a quiet , peaceful life . 
subjective	the transfer to the imax screen diminishes none of the film 's drama , which was always much more about human emotions than technology . 
subjective	nair and writer laura cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life . 
subjective	this may not have the dramatic gut-wrenching impact of other holocaust films , but it 's a compelling story , mainly because of the way it 's told by the people who were there . 
subjective	that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies . 
subjective	an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed . 
subjective	. . . plays like a badly edited , 91-minute trailer ( and ) the director ca n't seem to get a coherent rhythm going . in fact , it does n't even seem like she tried . 
subjective	despite his self-consciously obscure plot mechanics , medem keeps you off-balance and intrigued . 
objective	a bored secretary in the holiday firm funtime inc spends her time looking after the plants around her . 
subjective	. . . nothing scary here except for some awful acting and lame special effects . 
objective	based on actual accounts , the untold is the story of harlan knowles ( lance henriksen ) , billionaire and president of bio-comp industries who heads up a team of experts in a quest to locate a company plane that disappeared over the remote forests of the pacific northwest . 
objective	hoping to win prize money offered by a local band contest , dewey forms a rock band with the kids in the class . 
objective	in this condition , she meets lukas , a gentle , but at the same time , strong-willed and good-looking young man . 
subjective	this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful . 
objective	not one to be left behind , munnabhai also follows them and all beans are spilled when the doctor comes to know about raja and komal 's affair and munnabhai 's intentions . 
objective	after realizing what had happened and unsure what else to do he began capturing the events unfolding around him . 
objective	all this takes a strange turn when a mysterious patient ( satan , he calls himself ) the hospital seeking help . 
objective	her dysfunctional family , consisting only of lilo and her sister nani , is about to be ripped apart by social worker cobra bubbles . 
objective	depending on what you read witnesses say his penis was from 12 to 14 inches long . 
subjective	it 's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic . 
objective	the nameless protagonist , a 19th-century french diplomat , guides the audience through a lost , sumptuous dream that was the enlightenment period . 
objective	conveniently numbed and estranged from her surroundings , lillian sleepwalks through life . 
subjective	the funny thing is , i did n't mind all this contrived nonsense a bit . 
subjective	the moral shrapnel and mental shellshock will linger long after this film has ended . 
objective	like her mother , she is down to earth , clever , and a huge fan of the musical sweeney todd . 
objective	however , just as velma 's star fell , so does roxie 's , when go-to-hell kitty arrives at the jail on a multiple murder charge , the press forget roxie and now she and velma are in the same boat . 
subjective	a stormy french adolescent drama about friendship , family , and sexual politics . 
objective	familiar stranger chronicles stacy krebbs , a 19-year-old college student : who is viciously attacked one night in her home by a mysterious stalker . 
objective	this includes punishment for delivering a baby in the prison cell while all of the prison staff has taken shelter during an iraqi bombing . 
objective	staked-out in his one-bedroom apartment with his kidnap victim , brian ( justin bartha ) , gigli soon realizes that what he thought would be a routine assignment soon becomes a tumultuous task . 
subjective	oliver parker brings the wit 's [ oscar wilde ] work to the screen in a solidly rendered creation . 
subjective	this idea has lost its originality . . . and neither star appears very excited at rehashing what was basically a one-joke picture . 
objective	but harper himself is a suspect in several bomb attacks , one of which killed rachel 's partner and friend . 
objective	one day , he came to her and asked her to have dinner and drive her home . 
subjective	a thought-provoking look at how western foreign policy - however well intentioned - can wreak havoc in other cultures . 
subjective	been there , done that , liked it much better the first time around - when it was called the professional . 
objective	with a little help from the well connected and seductive daughter of a columbian gangster , he becomes a drug kingpin with a nationwide monopoly on drug running . 
subjective	despite cramming in numerous clichM-is , mehta still manages to put a fresh and funny spin on the proceedings . 
objective	sitting in front of a computer , drinking excessive amounts of coffee and smoking cigarettes are the different tasks that keep dana awake and ready for the next message . 
subjective	it 's easy for a filmmaker to blow up the world -- but what shyamalan does is much riskier . he tries to blow our minds . 
objective	well , there is a boy named kyle who gets a warning from his friend caitlin to not peek . 
subjective	the techno tux is good for a few laughs , as are chan and hewitt , but when such a good design turns out to be a cheap knockoff , we ca n't recommend anything but a rental for the tuxedo . 
subjective	one just waits grimly for the next shock without developing much attachment to the characters . 
subjective	while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity . 
subjective	the film is enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i 've ever seen in the many film and stage adaptations of the work . 
objective	however , when novak 's book is a complete success , catcher finds himself being blown off by her ! 
subjective	a modest pleasure that accomplishes its goals with ease and confidence . 
objective	what he does n't expect is to get teamed up with a cocky civilian , world class boxing champion kelly robinson ( eddie murphy ) , on a dangerous top secret espionage mission . 
subjective	a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction . 
objective	a chronicle , which goes behind the scenes on a stormy collaboration between the iconoclastic dance company , pilobolus , and legendary author-illustrator maurice sendak . 
subjective	hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u . s . -- a major director is emerging in world cinema . 
objective	murder , cannibalism and satanic rituals are just a few of the 1000+ horrors that await . 
subjective	as commander-in-chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world . 
objective	sex , lies & # 38 ; superheroes features the writers and artists who have helped make comic books a medium for sophisticated stories and artwork . 
objective	the small daily routines of everyday life are not as clear and obvious as one might think . 
subjective	interesting both as a historical study and as a tragic love story . 
objective	director alex halpern 's feature-length documentary , nine good teeth , unfolds through the stories and recollections of his 102-year-old grandmother mary mirabito , an outspoken and fiercely independent woman . 
subjective	according to wendigo , 'nature ' loves the members of the upper class almost as much as they love themselves . 
subjective	ninety minutes of viva castro ! can be as tiresome as 9 seconds of jesse helms ' anti- castro rhetoric , which are included 
objective	but when the cockettes flew to new york city to appear off broadway^ & # 197 ; well , you 'll just have to see what happened when new yorkers took a look at them . 
subjective	ben affleck as jack ryan , tom clancy 's intrepid hero ? ridiculous . what 's next ? d . j . qualls as indiana jones ? or tom green as han solo ? 
objective	the film was shot on location at various firehouses in manhattan , queens and brooklyn . 
subjective	if you saw benigni 's pinocchio at a public park , you 'd grab your kids and run and then probably call the police . 
subjective	star trek : nemesis meekly goes where nearly every star trek movie has gone before . wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . 
objective	aka is the story of a disaffected youth 's search for love , status , and identity in late 1970s britain . 
objective	beginning with the fundamental principle that the exercise of violence against civilian populations is terror , regardless of whether the perpetrator is a well-organized band of muslim extremists , or the most powerful state in the world . 
objective	amelia is a jaded top model , nina is a midwestern innocent on her first trip , fernanda is a bisexual supermodel , ellie is the calm , sensible stylist . 
objective	but with betts systematically eliminating anyone in his way , a further web of conspiracy unfolds and rachel and daniel are led to her old family doctor , robert barrum ( frank finlay ) . 
objective	everyday prisoners are led out in chain gangs to work the swamps and untamed bayous , festered with poisonous snakes and alligators . 
subjective	by turns pretentious , fascinating , ludicrous , provocative and vainglorious . 
subjective	. . . with `` the bourne identity `` we return to the more traditional action genre . 
subjective	the spark of special anime magic here is unmistakable and hard to resist . 
subjective	a sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women . 
objective	short stories revolving around a bar and a hotel in recife , unveil a mosaic of exotic characters living in the brazilian underground : a butcher married with an evangelical woman , a necrophile in love with a bar owner , a transvestite , and many others . 
objective	paco , a rapper and performer , indifferent to all except her career , dreams of hitting the top ten chart . 
objective	the internment of 120 , 000 innocent people was a dark moment in the history of this country . 
objective	as asked in the first movie , what sort of people name their son gay m . focker ? 
objective	burning clean follows johnny , a young man caught between the grinding poverty of the urban ghetto and a con artist mother who depends on him for survival , on the day he must forsake her to save himself . 
subjective	an exhaustive investigation into the roots and after-effects of the revolutions and counter-revolutions that rocked france , the u . s . , china , latin america and czechoslovakia in 1967 and 1968 . 
objective	in his sleepy home town on the english coast , nothing much inspires him . . . apart from bowls . 
objective	ford is now on the run trying to clear his name from the murder with trey and his gang looking for his blood . 
objective	the they also find themselves in a battle to hold on to their discovery before it falls into the hands of their rival , fergus wolfe . 
objective	a young rebell oversteps the boarder between stage and life on the trail of francois villon . 
objective	now with the help of the trixter arpid , tribal leader balthazar and an unexpected ally , it 's up to mathayus to fufill his destiny and become the great scorpion king . 
objective	the catholic church and the irish courts decide the doyle children put into church-run orphanages . 
subjective	nothing short of a respectful testament to the ingenious creative drive of the outsider . 
objective	a series of mysterious and bizarre death threats soon ushers in symptoms of paranoia , unwelcome fame , and eventually a severe case of writer 's block . 
objective	this weekend-sized slice of college life follows the amusing escapades of adam parker and his three closest friends . 
objective	just on the other side of thirty , dave is an unemployed sculptor clumsily going nowhere in a small town . 
subjective	a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole . 
objective	with the help of the sulty nina , sitting alone in the center of the restaurant , simone gets caught up in the flirting , fighting and food and discovers that sometimes , the best things may not be on the menu . 
subjective	a bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract frank tashlin comedy and as a playful recapitulation of the artist 's career . 
subjective	there is a refreshing absence of cynicism in stuart little 2 -- quite a rarity , even in the family film market . eventually , it wins you over . 
subjective	frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him . 
subjective	. . . devastatingly direct to the heart of the matter , demonstrating that there is no easy walk toward peace in a region with such strong conflicting traditions 
subjective	in addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry . 
subjective	colorful and deceptively buoyant until it suddenly pulls the rug out from under you , burkinabe filmmaker dani kouyate 's reworking of a folk story whose roots go back to 7th-century oral traditions is also a pointed political allegory . 
objective	harry , it turns out , is a parsel-tongue . 
subjective	a charming , quirky and leisurely paced scottish comedy -- except with an outrageous central gimmick that could have been a reject from monty python 's meaning of life . 
subjective	sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip . 
subjective	manages to be diverting while never falling into a morass of battlefield clichM-is . 
objective	one day a mysterious young man enters her world . 
objective	at the age of 34 , with no producing credits to his name , he landed a job as chief of production at paramount pictures . 
subjective	the real draw , though , is the performance by dunst that is , alone , worth the price of admission . 
objective	within the five walls of the boxes , the rhythmic and dynamic movements become a fascinating visual experience . 
subjective	i know that i 'll never listen to marvin gaye or the supremes the same way again 
objective	when boys fly pulls no punches in exposing this world - men are shown overdosing and engaging in risky behavior - but at the same time , it also shows the sense of community and vitality the parties bring to the men who attend . 
objective	set in hounslow , west london and hamburg , the film follows two 18 year olds with their hearts set on a future in professional soccer . 
objective	neither of them seem able to disrupt or end their oddly comforting , creepy codependent relationship . 
subjective	like mike is n't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor . 
objective	sam roberts thinks he has all the answers : the purpose of life , the meaning of love , the plan for a perfect future . 
objective	guy mann has been cursed since birth with blue skin . 
subjective	the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense . 
subjective	what one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream . 
objective	but despite his looks of francis , he indeed is henry ( timothy bottoms ) , a man with a much better character than patricia ever could have dreamt of . 
subjective	makes one thing abundantly clear . american musical comedy as we know it would n't exist without the precedent of yiddish theater , whose jolly , fun-for-fun's-sake communal spirit goes to the essence of broadway . 
objective	the pretense is that her father jake is dying . 
subjective	a film that perfectly distills the relationship between pop music and teens searching for identity . 
subjective	this crafty little mystery/thriller deserves a wider audience -- if for no other reason than its attention to period detail , its subtlety and its emphasis on mood . 
subjective	the characters . . . are paper-thin , and their personalities undergo radical changes when it suits the script . 
subjective	[ javier bardem is ] one of the few reasons to watch the film , which director gerardo vera has drenched in swoony music and fever-pitched melodrama . 
objective	it is a look into one of the major social issues of the 21st century , inmigration . 
objective	a boy 's introduction to acts of abuse , killing and suicide all take place inside an abandoned playground . 
objective	if so , then this movie will touch your soul . . . 
objective	the story , bearing some resemblance to the fight club , is about an organized underground fight ring run by four bosses . 
objective	jack black will play dewey finn , a depressed musician that was recently fired from his band . 
objective	this backfires when katie innocently reagles her school with her inside knowledge of carnal pleasures . 
objective	at the same time , two hitmen wants get him wacked . 
objective	well , he wakes up on the night when the tooth fairy is supposed to come and get his last tooth and sees her . 
objective	moved in his heart with the urgency to reach out for christ , he gets an idea to try and reach the masses in his city for jesus . 
subjective	starts slowly , but adrien brody M-^V in the title role M-^V helps make the film 's conclusion powerful and satisfying . 
objective	this definitely delivers a remarkable mixture of explosive drama with wickedly ironical humor as you follow this eclectic story surrounding this tide-dyed , free spirited couple 's showdown with a mysterious faberge ' egg and a seedy , well-woven cast of criminals that will both trill and amuse . 
subjective	a film about a young man finding god that is accessible and touching to the marrow . 
objective	in a reciprocal effort , celebi uses his power and transports itself and sam to the present , ash ketchum 's time . 
objective	the tucks try to teach her how she should n't fear death , how they would give anything to die . 
subjective	so fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated . not to mention absolutely refreshed . 
objective	academy award winner angelina jolie stars as sarah jordan , an american living in london in 1984 . 
objective	they find themselves competing for not only the press ' attention , but also the focus of their shared lawyer , the suave billy flynn . 
objective	can he kill repeatedly and still come out the winner ? 
objective	as he spirals into a series of hallucinations , the line between his sister 's death and ellen 's disappearance blurs . 
objective	george discovers both the princess and the truth behind her strange disappearance . 
subjective	ice cube , as usual , is an appealing presence , but the rest of the cast shines as well . 
subjective	in this refreshingly shameless celebration of money and expensive stuff , director kevin bray grabs every retro action-film clichM-i . 
subjective	part of the long , noble tradition ( at least since the '90s ) of talky , ensemble-driven american indies . 
subjective	in the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses . 
subjective	in any case , i would recommend big bad love only to winger fans who have missed her since 1995 's forget paris . but even then , i 'd recommend waiting for dvd and just skipping straight to her scenes . 
objective	but even this new relationship is not enough to inspire him to write . 
subjective	secretary is not a movie about fetishism . it is a movie about passion . 
objective	a cold-hearted judge finds out when a seemingly crazy young couple break into his house and take him captive . 
subjective	a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia 's film history . 
subjective	you would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production . 
subjective	it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . 
objective	singer patricia paradise ( dee wallace stone ) has everything : beauty , fame , success , money . . . 
subjective	'rare birds ' tries to force its quirkiness upon the audience . 
subjective	( un cineasta ) para no entender del todo y para seguir esperando . 
subjective	eccentric enough to stave off doldrums , caruso 's self-conscious debut is also eminently forgettable . 
subjective	none of these characters resembles anyone you 've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter . 
objective	austrian small time crook johnny pichler meets a dubious 'businessman ' at the slovak border to hand over a wad of cash . 
objective	meanwhile , frodo and sam force gollum to guide them through mordor , trusting him with their lives . 
subjective	the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious . 
subjective	may be the most undeserving victim of critical overkill since town and country . 
objective	however to keep the image of him as a sex guru going he has to get more lessons from sharonna whom he begins to fall for despite using her . 
objective	the gang quickly grab the publics ' allegiance by targeting members of our community we 'd all like to see 'get nailed ' . 
objective	when she hears about her plan going awry , she collapses . 
subjective	lucky break is perfectly inoffensive and harmless , but it 's also drab and inert . 
objective	but freddy 's plans do n't go according to schedule when jason discovers that he has been manipulated , which really sends him over the egde . 
subjective	it makes me feel weird / thinking about all the bad things in the world / like puppies with broken legs / and butterflies that die / and movies starring pop queens 
subjective	a dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3d goggles the theater provides . 
objective	the bay of love and sorrows is a haunting modern tragedy set on the rural shores of new brunswick 's bay of miramichi . 
